unix_time_s,robotmode,safetystatus,program_state
1789615819.2271712,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.2775812,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.3292482,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.3911107,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.4375894,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.4777546,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.5272548,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.5778291,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.627762,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.6781554,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.7273989,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.77833,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.8283558,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.8783994,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.938618,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.9914849,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.033749,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.0786765,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.128703,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.1786485,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.2288897,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.2786815,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.3289113,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615820.3790023,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
